"PROFILO DEI LAUREATI"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)(1) ";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)(1) ";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)(1) ";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)(1) ";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)(1) "
"Non utilizzate";"17,6";"5,2";"16,7";"15,9";"3,3";"34,4";"33,9";"16,3";"16,3";"9,9";"10,8";"4,1";"24,5";"4,5";"4,0";"44,2"
"Valutazione delle biblioteche (prestito/consultazione, orari di apertura ...) (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Decisamente positiva";"17,6";"26,9";"17,0";"11,9";"29,1";"17,0";"11,3";"22,5";"28,9";"17,5";"29,0";"9,3";"12,7";"14,6";"12,0";"12,1"
"Abbastanza positiva";"53,4";"56,0";"51,9";"57,9";"57,1";"53,9";"56,5";"56,8";"59,2";"47,2";"38,7";"38,1";"54,4";"54,9";"52,0";"52,4"
"Abbastanza negativa";"13,3";"7,5";"13,6";"12,7";"10,4";"17,2";"21,0";"11,3";"7,0";"13,3";"19,4";"20,6";"13,4";"14,9";"12,0";"11,7"
"Decisamente negativa";"5,9";"3,0";"4,5";"10,3";"2,7";"6,0";"4,8";"6,3";"2,1";"7,2";"8,6";"10,3";"6,7";"8,1";"4,0";"4,4"
"Non utilizzate";"8,4";"6,0";"11,9";"6,3";"-";"4,4";"1,6";"2,5";"2,1";"13,8";"4,3";"21,6";"10,3";"6,1";"20,0";"18,9"
"Ritengono che il carico di studio degli insegnamenti sia stato sostenibile (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Decisamente sì";"34,3";"27,6";"27,6";"31,0";"25,3";"26,7";"43,5";"37,0";"28,9";"34,1";"29,0";"29,9";"51,0";"28,2";"28,0";"38,8"
"Più sì che no";"51,1";"54,5";"55,8";"57,1";"56,6";"50,6";"45,2";"50,3";"61,2";"48,0";"45,2";"53,6";"43,0";"53,8";"52,0";"46,6"
"Si iscriverebbero di nuovo all'università? (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Sì, allo stesso corso dell'Ateneo";"58,2";"56,7";"59,5";"60,3";"57,7";"56,7";"75,8";"58,3";"45,0";"53,6";"60,2";"83,5";"56,0";"66,4";"72,0";"57,3"
"Sì, ma ad un altro corso dell'Ateneo";"10,0";"14,2";"6,3";"5,6";"6,6";"9,5";"4,8";"10,0";"14,0";"6,2";"10,8";"8,2";"15,9";"7,2";"12,0";"12,6"
"Sì, allo stesso corso ma in un altro Ateneo";"21,0";"16,4";"24,0";"21,4";"25,8";"23,0";"11,3";"20,8";"24,5";"34,9";"23,7";"6,2";"14,3";"17,7";"16,0";"17,0"
"Sì, ma ad un altro corso e in un altro Ateneo";"8,0";"9,7";"7,7";"11,1";"7,7";"6,0";"3,2";"8,5";"14,5";"3,9";"3,2";"2,1";"10,3";"5,9";"-";"10,7"
"Non si iscriverebbero più all'università";"1,6";"3,0";"1,6";"1,6";"1,6";"2,9";"1,6";"2,3";"1,6";"0,6";"2,2";"-";"1,3";"1,6";"-";"1,9"
"8. CONOSCENZE LINGUISTICHE E INFORMATICHE"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)(1) ";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)(1) ";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)(1) ";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)(1) ";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)(1) "
"Lingue straniere: conoscenza "almeno buona" (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Inglese scritto";"64,7";"66,4";"62,8";"67,5";"62,1";"58,7";"53,2";"63,5";"91,7";"57,7";"55,9";"81,4";"57,9";"72,6";"60,0";"61,7"
"Inglese parlato";"58,0";"61,2";"57,4";"56,3";"55,5";"53,2";"45,2";"55,0";"90,2";"49,9";"48,4";"68,0";"51,4";"61,3";"28,0";"64,1"
"Francese scritto";"26,2";"13,4";"34,8";"46,8";"23,6";"22,5";"19,4";"26,5";"57,1";"18,9";"15,1";"14,4";"20,0";"11,3";"12,0";"46,1"
"Francese parlato";"25,3";"11,2";"33,5";"46,0";"20,3";"21,6";"19,4";"25,5";"56,6";"17,0";"16,1";"14,4";"20,0";"10,3";"8,0";"46,1"
"Spagnolo scritto";"8,8";"3,7";"9,6";"-";"2,7";"4,0";"1,6";"9,8";"47,3";"5,1";"3,2";"-";"6,1";"1,4";"-";"9,2"
"Spagnolo parlato";"9,0";"3,7";"10,0";"0,8";"2,7";"5,7";"3,2";"8,3";"46,3";"5,1";"5,4";"1,0";"6,4";"1,3";"-";"10,2"
"Tedesco scritto";"4,1";"3,0";"4,1";"4,0";"1,6";"0,7";"-";"2,0";"27,9";"1,4";"2,2";"2,1";"1,8";"1,6";"4,0";"2,4"
"Tedesco parlato";"3,7";"1,5";"3,9";"2,4";"2,2";"0,7";"-";"2,3";"25,8";"1,6";"1,1";"2,1";"1,3";"0,9";"4,0";"2,4"
"Strumenti informatici: conoscenza "almeno buona" (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Navigazione in Internet";"87,7";"88,8";"92,5";"93,7";"77,5";"88,7";"79,0";"85,0";"92,2";"83,0";"80,6";"87,6";"87,2";"88,6";"92,0";"83,0"
"Word processor (elaborazione di testi)";"78,0";"84,3";"83,0";"84,9";"60,4";"76,4";"69,4";"73,5";"81,9";"71,9";"54,8";"80,4";"76,6";"86,4";"88,0";"74,8"
"Fogli elettronici (Excel, ...)";"63,7";"78,4";"78,2";"75,4";"48,4";"60,0";"43,5";"39,3";"56,1";"62,2";"45,2";"63,9";"59,8";"79,2";"88,0";"56,8"
"Sistemi operativi";"59,8";"63,4";"70,9";"65,9";"44,5";"61,6";"51,6";"49,0";"58,1";"56,9";"41,9";"56,7";"54,9";"70,7";"56,0";"52,9"
"Multimedia (elaborazione di suoni, immagini, video)";"43,5";"49,3";"45,3";"39,7";"40,7";"43,0";"37,1";"38,0";"35,4";"46,0";"36,6";"43,3";"43,1";"52,4";"64,0";"36,9"
"Linguaggi di programmazione";"27,6";"24,6";"27,6";"19,8";"17,0";"27,8";"16,1";"18,8";"24,8";"25,9";"12,9";"19,6";"24,0";"51,2";"48,0";"25,2"
"Data base (Oracle, SQL server, Access, ...)";"30,0";"35,8";"37,5";"30,2";"22,5";"30,0";"16,1";"19,3";"21,4";"30,8";"9,7";"21,6";"26,1";"45,5";"44,0";"23,3"
"Realizzazione siti web";"17,5";"25,4";"16,5";"14,3";"13,7";"17,4";"8,1";"10,0";"8,3";"16,6";"8,6";"11,3";"14,4";"38,0";"56,0";"12,1"
"Reti di trasmissione dati";"20,8";"22,4";"18,7";"15,1";"19,8";"21,2";"16,1";"14,8";"14,7";"23,2";"9,7";"21,6";"20,4";"31,9";"44,0";"19,4"
"CAD/CAM/CAE - Progettazione assistita";"11,1";"28,4";"8,0";"6,3";"13,2";"12,8";"9,7";"7,5";"7,0";"14,2";"7,5";"12,4";"10,3";"15,0";"12,0";"10,2"
"9. PROSPETTIVE DI STUDIO"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)(1) ";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)(1) ";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)(1) ";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)(1) ";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)(1) "
"Intendono proseguire gli studi (%)";"74,3";"72,4";"70,6";"66,7";"51,1";"67,8";"79,0";"83,5";"76,2";"83,2";"76,3";"84,5";"80,5";"67,3";"72,0";"73,3"
"Laurea triennale";"1,3";"-";"0,5";"1,6";"1,6";"0,2";"-";"0,8";"1,8";"1,8";"-";"1,0";"3,0";"0,3";"-";"2,4"
"Laurea specialistica/magistrale";"35,9";"43,3";"44,0";"48,4";"5,5";"1,5";"9,7";"50,8";"45,7";"22,6";"11,8";"63,9";"42,7";"39,0";"56,0";"39,8"
"Dottorato di ricerca";"4,4";"8,2";"1,3";"-";"12,6";"4,4";"6,5";"6,0";"3,4";"1,6";"14,0";"10,3";"2,8";"8,3";"8,0";"3,4"
"Scuola di specializzazione post-laurea";"10,1";"1,5";"1,6";"1,6";"8,8";"10,6";"11,3";"11,0";"6,5";"38,0";"26,9";"5,2";"8,6";"7,5";"-";"4,4"
"Master universitario";"7,0";"3,7";"8,0";"5,6";"8,2";"7,7";"6,5";"6,5";"8,0";"7,6";"6,5";"3,1";"8,0";"2,8";"4,0";"10,7"
"Altro tipo di master o corso di perfezionamento";"4,8";"3,0";"4,7";"0,8";"2,7";"6,0";"3,2";"4,3";"4,7";"6,2";"2,2";"-";"6,9";"3,1";"-";"4,9"
"Tirocinio, praticantato";"6,1";"3,7";"6,1";"4,0";"4,4";"34,0";"40,3";"0,8";"1,3";"1,0";"6,5";"-";"3,7";"1,3";"-";"1,5"
"Attività sostenuta da borsa o assegno di studio";"1,0";"2,2";"1,3";"0,8";"2,2";"0,9";"1,6";"0,5";"1,0";"0,6";"2,2";"-";"0,5";"1,3";"-";"1,9"
"Altre attività di qualificazione professionale";"3,4";"6,0";"2,6";"4,0";"4,4";"2,2";"-";"3,0";"3,4";"3,3";"6,5";"1,0";"4,0";"3,8";"4,0";"3,9"
"Non intendono proseguire";"24,6";"26,1";"29,0";"31,0";"48,4";"30,9";"21,0";"15,8";"23,3";"15,0";"23,7";"15,5";"18,1";"31,5";"28,0";"25,2"
"10. PROSPETTIVE DI LAVORO"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)(1) ";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)(1) ";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)(1) ";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)(1) ";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)(1) "
"Sono interessati a lavorare nelle seguenti aree aziendali: decisamente sì (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Acquisti";"22,2";"31,3";"39,8";"36,5";"23,6";"27,6";"19,4";"16,0";"26,9";"9,9";"19,4";"13,4";"14,0";"13,6";"16,0";"29,6"
"Amministrazione, contabilità";"34,2";"33,6";"68,6";"79,4";"18,7";"57,8";"54,8";"19,3";"23,0";"16,6";"14,0";"11,3";"17,1";"22,8";"24,0";"53,4"
"Assistenza tecnica";"15,5";"50,7";"18,9";"23,0";"17,6";"19,4";"12,9";"7,8";"9,8";"14,4";"15,1";"13,4";"6,0";"23,5";"28,0";"12,1"
"Commerciale, vendite";"27,0";"38,8";"44,6";"54,8";"48,4";"31,3";"22,6";"20,5";"33,3";"10,3";"23,7";"20,6";"17,2";"16,4";"16,0";"29,1"
"Controllo di gestione";"32,9";"57,5";"60,8";"73,0";"25,8";"43,5";"45,2";"18,5";"19,1";"19,9";"24,7";"19,6";"18,4";"26,0";"20,0";"47,1"
"Finanza";"23,2";"21,6";"60,1";"65,1";"10,4";"36,9";"27,4";"5,5";"10,3";"9,9";"10,8";"11,3";"7,1";"17,8";"12,0";"26,2"
"Legale";"20,4";"14,9";"20,8";"26,2";"8,8";"88,1";"83,9";"7,5";"10,9";"11,7";"8,6";"6,2";"8,3";"9,2";"16,0";"30,1"
"Logistica, distribuzione";"23,9";"41,8";"45,4";"46,0";"26,9";"27,8";"12,9";"17,5";"20,2";"13,3";"19,4";"13,4";"12,0";"18,3";"24,0";"29,6"
"Marketing, comunicazione, pubbliche relazioni";"47,0";"45,5";"64,4";"65,9";"37,4";"56,3";"45,2";"54,5";"69,3";"18,1";"25,8";"24,7";"48,1";"22,1";"44,0";"60,7"
"Organizzazione, pianificazione";"47,4";"61,9";"65,7";"67,5";"40,7";"55,8";"46,8";"46,5";"51,4";"28,7";"30,1";"27,8";"43,7";"32,1";"32,0";"63,1"
"Produzione";"26,8";"64,2";"32,0";"34,1";"50,0";"28,0";"22,6";"18,3";"19,4";"17,9";"40,9";"39,2";"15,0";"34,9";"40,0";"24,3"
"Ricerca e sviluppo";"52,8";"74,6";"45,3";"42,9";"69,8";"38,9";"41,9";"57,8";"51,2";"48,5";"62,4";"88,7";"45,8";"70,6";"80,0";"51,9"
"Risorse umane, selezione, formazione";"55,8";"36,6";"59,0";"57,1";"33,5";"60,0";"54,8";"71,5";"65,9";"37,4";"24,7";"23,7";"76,9";"28,0";"36,0";"76,2"
"Segreteria, affari generali";"29,9";"26,1";"35,8";"47,6";"18,7";"43,3";"43,5";"36,8";"43,7";"16,2";"12,9";"14,4";"24,5";"16,9";"20,0";"50,0"
"Sistemi informativi, EDP";"15,9";"28,4";"18,5";"15,1";"11,5";"15,7";"11,3";"10,5";"12,1";"10,1";"11,8";"11,3";"8,6";"33,3";"40,0";"17,0"
"Aspetti ritenuti rilevanti nella ricerca del lavoro: decisamente sì (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Acquisizione di professionalità";"86,5";"85,1";"84,9";"83,3";"91,2";"89,0";"90,3";"81,5";"88,6";"88,7";"91,4";"83,5";"86,8";"85,3";"96,0";"86,4"
"Possibilità di carriera";"70,5";"69,4";"77,7";"73,0";"71,4";"80,4";"87,1";"58,3";"67,7";"67,4";"75,3";"57,7";"68,7";"66,4";"68,0";"75,2"
"Possibilità di guadagno";"63,0";"65,7";"64,8";"63,5";"65,9";"66,9";"72,6";"57,5";"63,6";"61,8";"67,7";"56,7";"62,2";"61,0";"64,0";"62,6"
"Stabilità/sicurezza del posto di lavoro";"74,3";"72,4";"67,4";"69,8";"81,3";"74,0";"71,0";"77,8";"81,9";"75,2";"69,9";"66,0";"77,4";"73,7";"76,0";"70,4"
"Rispondenza a interessi culturali";"47,6";"37,3";"38,3";"35,7";"48,4";"41,7";"45,2";"65,3";"53,7";"58,1";"72,0";"47,4";"48,6";"42,4";"60,0";"39,8"
"Coerenza con gli studi";"53,4";"46,3";"46,4";"40,5";"62,1";"46,8";"48,4";"50,8";"45,2";"80,9";"79,6";"48,5";"53,2";"55,4";"60,0";"41,7"
"Indipendenza o autonomia";"50,0";"49,3";"49,9";"43,7";"54,9";"51,7";"59,7";"49,5";"47,0";"58,3";"66,7";"39,2";"50,5";"42,6";"72,0";"46,1"
"Tempo libero";"25,4";"28,4";"22,9";"18,3";"31,9";"25,2";"19,4";"24,8";"25,8";"35,1";"39,8";"25,8";"24,5";"21,3";"48,0";"19,4"
"Tipo di lavoro cercato (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Nessuna preferenza";"52,0";"55,2";"47,0";"49,2";"59,9";"49,0";"38,7";"52,5";"56,6";"47,2";"55,9";"61,9";"51,9";"57,7";"84,0";"48,5"
"Alle dipendenze nel settore pubblico";"23,6";"14,9";"12,0";"14,3";"7,1";"23,0";"30,6";"36,5";"25,6";"38,0";"14,0";"7,2";"31,0";"16,9";"12,0";"31,6"
"Alle dipendenze nel settore privato";"15,7";"17,2";"28,3";"26,2";"25,8";"12,6";"11,3";"7,0";"13,2";"6,8";"14,0";"28,9";"9,5";"18,6";"-";"17,0"
"In conto proprio";"7,0";"11,2";"11,3";"7,1";"4,9";"13,9";"16,1";"3,3";"3,4";"5,1";"16,1";"2,1";"5,7";"4,5";"4,0";"1,5"
"Disponibilità a lavorare per tipo di relazione contrattuale: decisamente sì (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"ORARIO/MODALITA' LAVORATIVA";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Tempo pieno";"87,7";"92,5";"91,2";"87,3";"89,6";"90,5";"85,5";"84,8";"87,3";"86,7";"90,3";"89,7";"83,5";"87,5";"80,0";"91,3"
"Part-time";"41,6";"34,3";"34,1";"38,9";"36,8";"41,5";"33,9";"49,8";"45,7";"37,8";"37,6";"52,6";"51,7";"35,1";"36,0";"39,3"
"Telelavoro";"13,8";"14,9";"12,8";"11,1";"14,3";"16,3";"8,1";"18,0";"17,8";"12,5";"17,2";"11,3";"11,6";"12,5";"24,0";"15,5"
"CONTRATTO";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Tempo indeterminato";"90,7";"92,5";"92,1";"94,4";"84,6";"93,4";"90,3";"88,5";"92,2";"89,7";"87,1";"92,8";"89,6";"91,2";"84,0";"89,8"
"A tempo determinato";"33,0";"32,1";"31,8";"33,3";"36,8";"38,2";"35,5";"33,8";"32,6";"32,0";"36,6";"37,1";"33,9";"27,4";"40,0";"33,5"
"Collaborazione (compreso lavoro a progetto)";"32,2";"39,6";"27,6";"30,2";"40,7";"34,0";"30,6";"36,8";"34,1";"29,8";"38,7";"42,3";"33,0";"28,3";"44,0";"27,7"
"Inserimento (ex formazione e lavoro)";"31,5";"39,6";"29,1";"36,5";"37,4";"36,0";"29,0";"33,3";"35,1";"28,7";"36,6";"39,2";"29,9";"29,0";"40,0";"23,8"
"Stage";"31,5";"35,8";"31,4";"29,4";"37,4";"36,6";"38,7";"33,8";"36,4";"29,4";"39,8";"39,2";"27,7";"27,1";"32,0";"27,7"
"Apprendistato";"22,3";"26,9";"21,4";"23,0";"25,3";"29,1";"27,4";"26,5";"24,8";"18,1";"30,1";"22,7";"19,7";"18,3";"28,0";"19,9"
"Lavoro interinale";"21,0";"24,6";"18,6";"20,6";"25,3";"25,8";"19,4";"23,5";"23,5";"21,1";"28,0";"26,8";"19,1";"17,1";"28,0";"19,4"
"Autonomo/in conto proprio";"40,7";"57,5";"43,2";"32,5";"42,3";"50,6";"56,5";"34,0";"37,7";"42,9";"61,3";"37,1";"37,8";"34,9";"44,0";"34,0"
"Disponibilità a lavorare nelle seguenti aree geografiche: decisamente sì (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Provincia di residenza";"79,8";"85,8";"80,0";"78,6";"76,4";"83,0";"82,3";"82,0";"75,5";"80,1";"74,2";"73,2";"81,9";"76,7";"84,0";"78,2"
"Sede degli studi";"76,6";"82,8";"78,1";"77,8";"68,7";"77,3";"88,7";"82,3";"73,1";"75,4";"61,3";"72,2";"77,4";"74,2";"88,0";"77,2"
"Italia settentrionale";"39,8";"44,8";"45,6";"27,0";"46,7";"40,2";"22,6";"40,3";"39,5";"40,7";"53,8";"56,7";"30,7";"42,6";"28,0";"39,8"
"Italia centrale";"44,1";"48,5";"49,8";"35,7";"47,3";"42,6";"35,5";"46,3";"43,4";"41,7";"55,9";"63,9";"34,3";"48,8";"48,0";"46,1"
"Italia meridionale";"49,0";"64,9";"52,1";"44,4";"48,9";"48,1";"43,5";"50,5";"43,7";"50,1";"63,4";"61,9";"43,0";"52,0";"60,0";"42,7"
"Stato europeo";"36,4";"45,5";"40,0";"26,2";"44,0";"34,0";"24,2";"34,0";"51,2";"34,3";"53,8";"58,8";"23,5";"38,5";"28,0";"43,2"
"Stato extraeuropeo";"23,4";"38,1";"25,5";"15,9";"24,2";"20,8";"12,9";"19,5";"32,0";"23,2";"41,9";"44,3";"13,4";"26,8";"12,0";"29,6"
"Disponibilità ad effettuare trasferte di lavoro (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Sì, anche con trasferimenti di residenza";"40,9";"37,3";"47,7";"39,7";"46,2";"43,9";"37,1";"42,3";"38,5";"38,8";"61,3";"53,6";"31,1";"41,3";"20,0";"45,6"
"Sì, anche frequenti (senza cambi di residenza)";"32,2";"42,5";"33,5";"37,3";"28,0";"31,6";"27,4";"30,5";"35,7";"29,6";"20,4";"32,0";"31,6";"34,7";"44,0";"26,2"
"Sì, ma solo in numero limitato";"21,1";"16,4";"14,8";"16,7";"17,6";"19,4";"29,0";"22,0";"20,2";"22,8";"15,1";"13,4";"29,3";"19,9";"28,0";"21,8"
"Non disponibili a trasferte";"3,7";"1,5";"2,8";"3,2";"4,4";"2,4";"3,2";"3,8";"4,9";"4,9";"2,2";"-";"5,7";"1,6";"8,0";"4,9"
