"PROFILO DEI LAUREATI"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)(1) ";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)(1) ";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)(1) ";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)(1) "
"Non utilizzate";"16,0";"15,1";"15,6";"4,9";"4,7";"25,7";"19,2";"20,2";"18,5";"7,4";"10,3";"2,6";"23,1";"7,0";"2,8";"40,5"
"Valutazione delle biblioteche (prestito/consultazione, orari di apertura ...) (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Decisamente positiva";"16,7";"23,7";"18,8";"16,3";"18,1";"17,3";"13,7";"22,0";"22,9";"16,2";"19,1";"4,6";"13,9";"14,9";"2,8";"12,3"
"Abbastanza positiva";"54,5";"51,1";"54,5";"57,7";"61,1";"59,3";"56,2";"60,1";"62,9";"48,6";"52,9";"34,4";"55,4";"50,2";"63,9";"54,4"
"Abbastanza negativa";"12,5";"7,9";"10,8";"15,4";"14,0";"14,8";"11,0";"10,9";"7,1";"9,7";"14,7";"18,5";"12,0";"19,9";"8,3";"8,7"
"Decisamente negativa";"5,6";"4,3";"3,6";"4,1";"4,1";"3,8";"16,4";"5,3";"3,5";"8,2";"10,3";"6,6";"5,8";"6,6";"5,6";"8,2"
"Non utilizzate";"9,3";"12,2";"11,4";"4,9";"2,1";"3,8";"-";"1,0";"2,9";"15,4";"2,9";"32,5";"10,8";"7,4";"16,7";"14,4"
"Ritengono che il carico di studio degli insegnamenti sia stato sostenibile (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Decisamente sì";"33,2";"35,3";"28,6";"40,7";"31,6";"29,6";"32,9";"35,1";"29,7";"32,4";"14,7";"22,5";"48,5";"24,5";"47,2";"33,3"
"Più sì che no";"51,8";"35,3";"53,0";"50,4";"47,7";"57,1";"49,3";"52,3";"59,4";"47,2";"63,2";"53,0";"46,2";"57,6";"44,4";"55,9"
"Si iscriverebbero di nuovo all'università? (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Sì, allo stesso corso dell'Ateneo";"59,0";"61,9";"61,3";"77,2";"57,0";"64,2";"58,9";"57,3";"47,9";"55,7";"50,0";"73,5";"56,4";"61,4";"63,9";"52,8"
"Sì, ma ad un altro corso dell'Ateneo";"9,7";"10,8";"7,8";"2,4";"7,8";"8,6";"6,8";"10,6";"12,9";"5,3";"8,8";"6,6";"13,8";"10,4";"11,1";"15,4"
"Sì, allo stesso corso ma in un altro Ateneo";"20,9";"14,4";"21,3";"12,2";"31,1";"14,2";"26,0";"19,9";"25,3";"34,4";"27,9";"11,3";"17,5";"17,8";"8,3";"16,4"
"Sì, ma ad un altro corso e in un altro Ateneo";"7,5";"7,2";"6,8";"4,9";"1,6";"10,6";"5,5";"9,3";"12,6";"2,5";"8,8";"4,6";"9,1";"6,4";"13,9";"12,3"
"Non si iscriverebbero più all'università";"1,8";"4,3";"2,0";"1,6";"2,1";"1,5";"-";"2,0";"0,9";"0,6";"4,4";"2,0";"1,6";"3,1";"-";"2,1"
"8. CONOSCENZE LINGUISTICHE E INFORMATICHE"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)(1) ";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)(1) ";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)(1) ";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)(1) "
"Lingue straniere: conoscenza "almeno buona" (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Inglese scritto";"66,9";"52,5";"69,9";"65,0";"66,8";"60,0";"64,4";"66,2";"90,3";"57,1";"52,9";"78,8";"62,0";"74,6";"72,2";"67,2"
"Inglese parlato";"59,3";"50,4";"61,6";"57,7";"55,4";"58,8";"56,2";"57,3";"90,6";"51,3";"45,6";"67,5";"54,3";"58,5";"61,1";"61,5"
"Francese scritto";"25,7";"13,7";"32,8";"44,7";"18,1";"23,5";"17,8";"29,0";"57,1";"16,4";"14,7";"13,9";"24,0";"11,6";"11,1";"46,2"
"Francese parlato";"25,0";"12,2";"31,8";"41,5";"18,1";"23,7";"17,8";"27,8";"59,1";"15,4";"13,2";"16,6";"22,5";"10,0";"8,3";"47,7"
"Spagnolo scritto";"9,1";"5,8";"11,6";"0,8";"2,1";"5,5";"1,4";"12,9";"46,5";"5,2";"4,4";"1,3";"6,3";"1,4";"2,8";"11,8"
"Spagnolo parlato";"9,2";"6,5";"11,6";"0,8";"2,1";"6,4";"1,4";"11,4";"46,5";"5,8";"4,4";"1,3";"6,1";"1,4";"2,8";"13,8"
"Tedesco scritto";"4,2";"0,7";"4,5";"9,8";"-";"2,4";"1,4";"3,5";"27,4";"1,1";"-";"1,3";"2,7";"1,2";"-";"2,6"
"Tedesco parlato";"3,7";"1,4";"3,4";"7,3";"-";"2,7";"-";"2,3";"26,2";"1,1";"-";"1,3";"2,6";"0,6";"-";"4,1"
"Strumenti informatici: conoscenza "almeno buona" (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Navigazione in Internet";"89,8";"91,4";"92,8";"92,7";"82,4";"88,3";"87,7";"86,1";"94,7";"85,1";"77,9";"88,1";"90,7";"92,5";"94,4";"90,3"
"Word processor (elaborazione di testi)";"79,9";"87,8";"84,8";"86,2";"71,0";"74,3";"80,8";"79,3";"82,9";"71,4";"55,9";"82,1";"79,0";"86,2";"88,9";"81,0"
"Fogli elettronici (Excel, ...)";"66,3";"72,7";"78,0";"74,0";"52,3";"56,0";"63,0";"52,0";"59,4";"62,4";"48,5";"64,2";"65,6";"78,1";"80,6";"66,2"
"Sistemi operativi";"61,8";"62,6";"70,5";"74,8";"51,8";"60,8";"60,3";"54,3";"62,4";"53,0";"41,2";"60,9";"60,4";"66,3";"72,2";"68,2"
"Multimedia (elaborazione di suoni, immagini, video)";"47,7";"46,0";"50,2";"45,5";"44,0";"45,4";"37,0";"40,9";"45,3";"46,7";"50,0";"51,0";"46,6";"52,8";"77,8";"52,3"
"Linguaggi di programmazione";"25,8";"18,7";"26,0";"19,5";"18,1";"25,0";"21,9";"15,7";"20,3";"19,0";"14,7";"17,9";"24,1";"50,2";"72,2";"23,6"
"Data base (Oracle, SQL server, Access, ...)";"30,4";"27,3";"39,7";"39,8";"19,2";"28,1";"26,0";"15,2";"23,2";"26,6";"16,2";"18,5";"28,0";"44,3";"61,1";"31,3"
"Realizzazione siti web";"18,8";"18,7";"20,1";"19,5";"9,8";"16,8";"15,1";"11,9";"12,6";"14,9";"17,6";"15,2";"16,1";"36,1";"61,1";"14,9"
"Reti di trasmissione dati";"22,0";"20,9";"22,5";"19,5";"20,2";"25,7";"19,2";"15,9";"17,4";"20,9";"17,6";"15,2";"21,6";"28,8";"44,4";"21,5"
"CAD/CAM/CAE - Progettazione assistita";"11,9";"27,3";"9,8";"7,3";"14,0";"11,5";"13,7";"9,8";"6,5";"12,3";"11,8";"9,9";"11,8";"15,2";"16,7";"14,9"
"9. PROSPETTIVE DI STUDIO"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)(1) ";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)(1) ";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)(1) ";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)(1) "
"Intendono proseguire gli studi (%)";"74,3";"71,9";"68,8";"69,1";"49,2";"70,4";"67,1";"85,4";"77,1";"83,2";"85,3";"85,4";"77,8";"68,8";"83,3";"71,8"
"Laurea triennale";"1,2";"0,7";"0,3";"1,6";"1,6";"-";"-";"0,5";"0,6";"2,4";"2,9";"0,7";"3,0";"0,6";"-";"1,0"
"Laurea specialistica/magistrale";"37,4";"46,8";"47,6";"57,7";"6,7";"3,3";"4,1";"53,8";"51,2";"19,7";"8,8";"58,3";"42,1";"43,2";"69,4";"40,5"
"Dottorato di ricerca";"4,7";"5,0";"1,5";"0,8";"9,8";"5,5";"8,2";"8,3";"4,1";"3,1";"11,8";"15,2";"1,9";"7,8";"2,8";"4,6"
"Scuola di specializzazione post-laurea";"9,6";"2,9";"1,5";"-";"10,9";"10,8";"12,3";"7,1";"4,4";"35,7";"29,4";"2,0";"9,8";"3,2";"2,8";"3,1"
"Master universitario";"7,7";"6,5";"8,2";"3,3";"2,6";"9,1";"8,2";"7,1";"6,2";"12,7";"7,4";"4,6";"8,4";"3,7";"2,8";"10,8"
"Altro tipo di master o corso di perfezionamento";"4,2";"3,6";"1,9";"2,4";"5,7";"8,6";"1,4";"2,8";"5,9";"4,4";"7,4";"0,7";"4,9";"3,5";"2,8";"5,1"
"Tirocinio, praticantato";"5,0";"2,2";"4,4";"3,3";"2,6";"27,4";"30,1";"1,8";"1,5";"0,8";"7,4";"1,3";"3,0";"1,1";"-";"2,6"
"Attività sostenuta da borsa o assegno di studio";"1,2";"2,2";"0,7";"-";"4,1";"0,9";"-";"1,0";"1,2";"0,5";"4,4";"2,6";"1,2";"1,8";"-";"-"
"Altre attività di qualificazione professionale";"3,1";"1,4";"2,3";"-";"5,2";"4,6";"2,7";"2,8";"2,1";"3,5";"5,9";"-";"3,6";"3,1";"2,8";"4,1"
"Non intendono proseguire";"24,8";"28,1";"30,7";"30,1";"50,3";"28,1";"30,1";"14,1";"22,4";"14,9";"14,7";"12,6";"21,6";"29,9";"16,7";"26,7"
"10. PROSPETTIVE DI LAVORO"
"";"Collettivo selezionato";"Agraria (Fac.)";"Economia - sede di Bari (attiva dal 2007) (Fac.)";"Economia 2 (Taranto) (attiva dal 2007) (Fac.)";"Farmacia (Fac.)";"Giurisprudenza - sede di Bari (attiva dal 2007) (Fac.)(1) ";"Giurisprudenza 2 (Taranto) (attiva dal 2007) (Fac.)";"Lettere e filosofia (Fac.)";"Lingue e letterature straniere (Fac.)";"Medicina e chirurgia (Fac.)(1) ";"Medicina veterinaria (Fac.)";"Scienze biotecnologiche (Fac.)";"Scienze della formazione (Fac.)(1) ";"Scienze matematiche, fisiche e naturali - sede di Bari (attiva dal 2007) (Fac.)";"Scienze matematiche, fisiche e naturali 2 (Taranto) (attiva dal 2007) (Fac.)";"Scienze politiche (Fac.)(1) "
"Sono interessati a lavorare nelle seguenti aree aziendali: decisamente sì (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Acquisti";"21,2";"28,8";"36,9";"43,1";"23,8";"28,8";"23,3";"17,2";"24,1";"9,0";"13,2";"9,3";"15,1";"12,9";"19,4";"22,1"
"Amministrazione, contabilità";"33,2";"28,1";"67,2";"77,2";"15,5";"57,5";"60,3";"16,9";"22,9";"14,0";"13,2";"7,3";"19,2";"19,8";"36,1";"55,4"
"Assistenza tecnica";"16,4";"46,0";"20,9";"24,4";"15,5";"21,9";"24,7";"6,8";"11,5";"12,1";"13,2";"13,9";"7,5";"21,9";"33,3";"20,5"
"Commerciale, vendite";"26,8";"38,1";"44,1";"56,1";"49,7";"31,4";"28,8";"24,2";"31,2";"10,7";"20,6";"9,9";"19,0";"15,0";"30,6";"28,7"
"Controllo di gestione";"31,5";"51,1";"58,8";"65,9";"26,4";"42,5";"37,0";"14,9";"20,3";"14,3";"17,6";"17,9";"20,5";"25,6";"33,3";"46,2"
"Finanza";"22,6";"15,8";"57,7";"59,3";"10,4";"40,7";"37,0";"5,6";"10,6";"7,7";"13,2";"4,6";"6,3";"15,6";"19,4";"30,3"
"Legale";"20,0";"11,5";"20,6";"33,3";"7,8";"85,4";"80,8";"5,1";"12,4";"10,2";"11,8";"5,3";"9,4";"9,6";"11,1";"27,2"
"Logistica, distribuzione";"23,0";"38,1";"41,7";"48,8";"30,1";"28,8";"17,8";"16,7";"20,6";"10,5";"19,1";"10,6";"13,7";"17,0";"30,6";"23,1"
"Marketing, comunicazione, pubbliche relazioni";"44,6";"41,7";"63,3";"69,9";"37,8";"58,0";"53,4";"55,8";"62,6";"15,3";"16,2";"14,6";"46,2";"23,0";"36,1";"59,0"
"Organizzazione, pianificazione";"45,7";"51,8";"67,5";"74,8";"34,7";"55,3";"54,8";"48,5";"47,4";"23,9";"25,0";"21,2";"43,2";"30,6";"33,3";"63,6"
"Produzione";"26,5";"66,9";"29,5";"38,2";"48,2";"29,0";"27,4";"21,2";"21,2";"14,5";"32,4";"34,4";"17,1";"32,3";"25,0";"25,6"
"Ricerca e sviluppo";"50,7";"54,7";"41,9";"51,2";"66,8";"40,0";"35,6";"54,0";"49,4";"41,8";"48,5";"78,1";"47,3";"72,4";"58,3";"46,7"
"Risorse umane, selezione, formazione";"52,1";"33,8";"53,5";"67,5";"32,6";"58,6";"60,3";"70,7";"63,8";"32,4";"19,1";"15,9";"77,0";"25,7";"38,9";"71,3"
"Segreteria, affari generali";"28,5";"26,6";"32,3";"53,7";"16,6";"40,0";"46,6";"36,9";"42,1";"13,5";"14,7";"9,3";"28,5";"15,8";"30,6";"46,2"
"Sistemi informativi, EDP";"14,3";"10,8";"17,7";"23,6";"8,8";"14,8";"9,6";"7,8";"10,3";"8,8";"8,8";"6,6";"8,7";"30,0";"44,4";"14,9"
"Aspetti ritenuti rilevanti nella ricerca del lavoro: decisamente sì (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Acquisizione di professionalità";"85,3";"86,3";"85,9";"91,9";"94,3";"87,6";"80,8";"82,1";"84,4";"88,8";"88,2";"78,8";"84,2";"82,4";"75,0";"81,0"
"Possibilità di carriera";"69,9";"69,1";"81,1";"80,5";"66,8";"81,4";"76,7";"59,3";"67,9";"67,5";"66,2";"62,9";"65,0";"62,8";"72,2";"72,8"
"Possibilità di guadagno";"62,3";"65,5";"67,4";"70,7";"62,2";"69,9";"67,1";"54,0";"62,1";"62,7";"57,4";"55,0";"60,7";"57,4";"66,7";"59,5"
"Stabilità/sicurezza del posto di lavoro";"74,8";"72,7";"72,3";"74,8";"72,5";"75,0";"72,6";"76,0";"78,8";"78,9";"73,5";"72,2";"76,2";"72,6";"75,0";"70,8"
"Rispondenza a interessi culturali";"46,4";"40,3";"31,4";"41,5";"56,5";"45,6";"47,9";"61,9";"50,0";"58,5";"63,2";"37,1";"50,5";"41,2";"33,3";"36,9"
"Coerenza con gli studi";"54,0";"56,1";"46,3";"57,7";"73,6";"45,8";"45,2";"48,5";"46,2";"79,9";"63,2";"49,7";"51,6";"54,7";"41,7";"40,0"
"Indipendenza o autonomia";"48,7";"56,1";"46,9";"52,0";"58,5";"54,2";"56,2";"46,0";"45,3";"56,4";"66,2";"35,8";"48,7";"41,5";"25,0";"42,1"
"Tempo libero";"24,4";"27,3";"20,2";"22,0";"29,5";"19,5";"28,8";"19,2";"22,1";"39,0";"36,8";"15,9";"25,2";"22,4";"25,0";"21,0"
"Tipo di lavoro cercato (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Nessuna preferenza";"53,4";"51,1";"46,5";"52,8";"59,1";"50,7";"37,0";"54,5";"58,2";"53,8";"50,0";"53,0";"52,9";"63,6";"77,8";"46,2"
"Alle dipendenze nel settore pubblico";"22,2";"18,7";"12,6";"13,0";"7,3";"19,7";"26,0";"32,1";"21,8";"36,3";"19,1";"11,3";"30,9";"11,3";"13,9";"35,9"
"Alle dipendenze nel settore privato";"15,7";"19,4";"29,1";"22,8";"26,4";"11,9";"9,6";"8,3";"15,6";"3,8";"16,2";"27,2";"9,4";"18,7";"8,3";"13,8"
"In conto proprio";"7,1";"10,1";"10,9";"10,6";"6,7";"15,3";"23,3";"3,5";"3,5";"3,5";"14,7";"5,3";"5,1";"4,7";"-";"2,6"
"Disponibilità a lavorare per tipo di relazione contrattuale: decisamente sì (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"ORARIO/MODALITA' LAVORATIVA";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Tempo pieno";"88,0";"94,2";"92,0";"89,4";"92,2";"88,3";"84,9";"85,6";"85,6";"87,9";"91,2";"84,8";"84,1";"87,6";"91,7";"90,3"
"Part-time";"40,6";"36,7";"33,2";"37,4";"40,9";"40,7";"45,2";"50,5";"47,1";"32,1";"38,2";"36,4";"52,5";"37,1";"30,6";"36,9"
"Telelavoro";"12,6";"13,7";"11,7";"11,4";"7,8";"13,7";"21,9";"16,9";"10,3";"12,7";"13,2";"11,9";"11,9";"14,4";"19,4";"7,2"
"CONTRATTO";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Tempo indeterminato";"91,1";"89,2";"93,0";"91,1";"92,2";"93,8";"87,7";"91,2";"86,8";"89,3";"89,7";"86,8";"91,0";"91,6";"94,4";"92,3"
"A tempo determinato";"32,4";"36,7";"31,5";"24,4";"33,7";"33,8";"32,9";"32,8";"28,8";"29,7";"32,4";"33,1";"33,7";"36,6";"38,9";"27,2"
"Collaborazione (compreso lavoro a progetto)";"30,9";"36,0";"25,3";"26,8";"31,6";"33,0";"32,9";"36,1";"25,3";"27,8";"45,6";"35,8";"34,9";"33,4";"36,1";"22,1"
"Inserimento (ex formazione e lavoro)";"30,4";"38,8";"27,6";"28,5";"32,1";"35,0";"34,2";"32,3";"25,0";"27,4";"41,2";"33,8";"31,1";"32,5";"33,3";"24,1"
"Stage";"29,9";"30,9";"29,5";"22,8";"33,2";"34,1";"41,1";"34,3";"27,6";"25,2";"38,2";"33,8";"30,6";"27,7";"22,2";"28,2"
"Apprendistato";"21,4";"28,1";"20,8";"23,6";"18,7";"23,9";"32,9";"28,8";"16,5";"16,8";"30,9";"22,5";"22,0";"20,7";"19,4";"13,8"
"Lavoro interinale";"19,5";"23,7";"18,0";"22,8";"23,3";"20,8";"28,8";"23,2";"15,6";"16,8";"26,5";"21,2";"21,2";"17,8";"16,7";"12,8"
"Autonomo/in conto proprio";"41,3";"53,2";"43,2";"37,4";"46,1";"54,4";"57,5";"36,4";"34,4";"40,7";"60,3";"37,1";"38,6";"38,6";"41,7";"27,2"
"Disponibilità a lavorare nelle seguenti aree geografiche: decisamente sì (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Provincia di residenza";"79,4";"84,9";"80,9";"83,7";"78,8";"81,9";"78,1";"77,5";"73,2";"78,6";"67,6";"79,5";"82,6";"77,8";"80,6";"73,8"
"Sede degli studi";"77,2";"80,6";"79,2";"84,6";"73,1";"80,8";"76,7";"78,0";"72,6";"73,4";"60,3";"77,5";"80,4";"75,8";"77,8";"71,3"
"Italia settentrionale";"39,6";"48,2";"44,5";"34,1";"45,1";"44,2";"37,0";"40,4";"37,6";"35,8";"38,2";"52,3";"30,2";"42,1";"41,7";"40,0"
"Italia centrale";"42,9";"47,5";"45,5";"36,6";"51,3";"47,3";"35,6";"46,7";"42,6";"39,3";"42,6";"55,0";"34,3";"45,8";"50,0";"41,0"
"Italia meridionale";"48,9";"62,6";"48,0";"43,9";"62,7";"50,9";"46,6";"49,2";"43,2";"48,9";"52,9";"59,6";"45,2";"49,6";"55,6";"41,0"
"Stato europeo";"38,0";"49,6";"40,2";"24,4";"43,5";"37,4";"30,1";"37,1";"51,8";"34,0";"50,0";"52,3";"25,9";"42,7";"33,3";"43,1"
"Stato extraeuropeo";"24,7";"34,5";"27,4";"14,6";"26,9";"23,2";"21,9";"21,7";"29,4";"22,8";"32,4";"39,7";"15,0";"30,2";"22,2";"30,8"
"Disponibilità ad effettuare trasferte di lavoro (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"Sì, anche con trasferimenti di residenza";"41,0";"44,6";"46,0";"32,5";"44,0";"44,2";"26,0";"43,4";"44,7";"34,0";"44,1";"44,4";"35,1";"44,3";"36,1";"42,6"
"Sì, anche frequenti (senza cambi di residenza)";"32,1";"40,3";"34,0";"40,7";"33,7";"33,2";"27,4";"31,3";"34,7";"29,9";"41,2";"30,5";"27,6";"32,0";"33,3";"32,8"
"Sì, ma solo in numero limitato";"21,3";"12,9";"16,8";"21,1";"15,5";"16,8";"34,2";"20,7";"16,2";"27,8";"10,3";"19,2";"29,7";"19,4";"30,6";"19,5"
"Non disponibili a trasferte";"3,3";"2,2";"1,7";"3,3";"4,7";"3,1";"8,2";"3,3";"2,4";"5,0";"-";"-";"5,8";"1,8";"-";"1,5"
